non_word	real_word	jaro_winkler	levenshtein_distance	corpus	aspell_rank	aspell_n_candidates	edit_distance_rank	edit_distance_n_candidates
our_selves	ourselves	0.9766666666666667	1	birbeck	0	2	0	1
ourselfs	ourselves	0.9305555555555555	2	birbeck	0	9	0	3
aut	out	0.7777777777777777	1	birbeck	5	35	20	25
of	out	0.611111111111111	2	birbeck	-1	49	-1	1
ot	out	0.611111111111111	1	birbeck	12	50	28	45
ou	out	0.8888888888888888	1	birbeck	1	50	0	21
owt	out	0.7777777777777777	1	birbeck	3	16	6	12
ut	out	0.0	1	birbeck	21	50	28	31
out-door	outdoor	0.9708333333333333	1	birbeck	0	5	0	1
outfet	outfit	0.9333333333333333	1	birbeck	0	10	0	3
outfite	outfit	0.9714285714285714	1	birbeck	0	8	0	2
out	outings	0.8095238095238096	4	birbeck	-1	29	-1	1
outtings	outings	0.9708333333333333	1	birbeck	2	25	0	2
oulawed	outlawed	0.9666666666666667	1	birbeck	0	19	0	1
oputput	output	0.9071428571428571	1	birbeck	0	8	0	1
ouput	output	0.9022222222222223	1	birbeck	0	5	0	1
out-side	outside	0.9708333333333333	1	birbeck	0	8	0	1
out_sed	outside	0.8944444444444445	3	birbeck	4	10	-1	3
out_side	outside	0.9708333333333333	1	birbeck	0	8	0	1
outsid	outside	0.9714285714285714	1	birbeck	2	19	0	3
outscirts	outskirts	0.9555555555555556	1	birbeck	0	17	0	1
aver	over	0.8333333333333334	1	birbeck	11	15	-1	1
ofer	over	0.8500000000000001	1	birbeck	5	8	3	4
ofrer	over	0.6722222222222222	2	birbeck	34	49	-1	1
overe	over	0.96	1	birbeck	0	40	0	3
ower	over	0.8500000000000001	1	birbeck	16	20	13	15
over_protecting	over-protecting	0.9733333333333334	1	birbeck	-1	5	-1	1
overal	overall	0.9714285714285714	1	birbeck	0	30	0	1
overcot	overcoat	0.975	1	birbeck	2	23	0	1
overcote	overcoat	0.95	2	birbeck	2	14	-1	1
overcomming	overcoming	0.9818181818181818	1	birbeck	0	7	0	1
overcrowed	overcrowded	0.9618181818181818	1	birbeck	3	4	1	2
overfil	overfill	0.975	1	birbeck	0	8	0	1
overhaed	overhead	0.975	2	birbeck	0	9	0	2
overwealming	overwhelming	0.9666666666666666	2	birbeck	0	17	0	1
oweing	owing	0.9555555555555556	1	birbeck	0	21	0	2
olw	owl	0.5555555555555555	2	birbeck	3	6	3	5
oul	owl	0.7777777777777777	1	birbeck	3	8	5	6
o	own	0.7777777777777777	2	birbeck	-1	50	-1	1
oan	own	0.7777777777777777	1	birbeck	8	37	9	20
on	own	0.611111111111111	1	birbeck	17	50	-1	1
one	own	0.5555555555555555	2	birbeck	-1	29	-1	1
onen	own	0.7222222222222222	2	birbeck	-1	11	-1	6
onep	own	0.7222222222222222	3	birbeck	-1	36	-1	2
oner	own	0.7222222222222222	3	birbeck	-1	14	-1	9
onn	own	0.7777777777777777	1	birbeck	7	13	3	5
ont	own	0.5555555555555555	2	birbeck	-1	23	-1	13
onu	own	0.5555555555555555	2	birbeck	-1	9	-1	5
onw	own	0.5555555555555555	2	birbeck	3	11	4	5
oone	own	0.7222222222222222	2	birbeck	-1	14	-1	13
orn	own	0.7777777777777777	1	birbeck	13	28	10	15
orwn	own	0.9166666666666666	1	birbeck	0	3	0	1
oun	own	0.7777777777777777	1	birbeck	2	21	3	16
ound	own	0.7222222222222222	2	birbeck	-1	10	-1	9
oune	own	0.7222222222222222	2	birbeck	-1	6	-1	5
our	own	0.5555555555555555	2	birbeck	-1	22	-1	1
out	own	0.5555555555555555	2	birbeck	-1	29	-1	1
owe	own	0.7777777777777777	1	birbeck	15	21	-1	1
owm	own	0.7777777777777777	1	birbeck	1	7	3	6
owne	own	0.9166666666666666	1	birbeck	3	7	3	6
run	own	0.5555555555555555	2	birbeck	-1	33	-1	1
oned	owned	0.94	1	birbeck	2	15	0	10
oner	owner	0.94	1	birbeck	2	14	0	9
onwer	owner	0.94	2	birbeck	0	34	0	1
ownes	owns	0.9533333333333333	1	birbeck	3	18	1	6
ovygex	oxygen	0.7999999999999999	2	birbeck	-1	73	0	1
oxi	oxygen	0.6666666666666666	4	birbeck	-1	7	-1	6
oister	oyster	0.9	1	birbeck	3	47	3	6
oster	oyster	0.9500000000000001	1	birbeck	2	16	2	11
pake	pack	0.8666666666666667	2	birbeck	-1	28	-1	22
packege	package	0.9095238095238095	1	birbeck	1	25	0	1
pakage	package	0.9619047619047619	1	birbeck	0	31	0	1
paking	packing	0.9619047619047619	1	birbeck	2	28	0	20
pag	page	0.9166666666666666	1	birbeck	0	44	0	31
pagis	pages	0.9066666666666667	1	birbeck	0	38	0	1
pade	paid	0.8666666666666667	2	birbeck	-1	23	-1	17
payed	paid	0.8266666666666667	2	birbeck	17	23	-1	1
pale	pail	0.8666666666666667	2	birbeck	-1	43	-1	1
paine	pain	0.96	1	birbeck	1	24	1	7
pane	pain	0.8666666666666667	2	birbeck	-1	37	-1	1
painfull	painful	0.975	1	birbeck	3	5	1	2
pianful	painful	0.9571428571428572	2	birbeck	0	14	0	1
paintaking	painstaking	0.9818181818181818	1	birbeck	2	10	0	1
pant	paint	0.9466666666666665	1	birbeck	3	27	-1	1
panted	painted	0.9619047619047619	1	birbeck	5	18	-1	1
paitting	painting	0.9083333333333333	1	birbeck	4	39	2	3
panting	painting	0.9285714285714286	1	birbeck	4	16	-1	1
piating	painting	0.8767857142857143	2	birbeck	18	37	-1	4
pear	pair	0.8500000000000001	2	birbeck	-1	30	-1	1
place	palace	0.8900000000000001	1	birbeck	12	22	-1	1
parm	palm	0.8666666666666667	1	birbeck	10	21	8	13
camploft	pamphlet	0.6833333333333332	4	birbeck	-1	30	-1	1
canfit	pamphlet	0.5277777777777778	6	birbeck	-1	58	-1	7
completd	pamphlet	0.6833333333333332	4	birbeck	-1	9	-1	2
hamplet	pamphlet	0.8134920634920636	2	birbeck	-1	20	-1	1
maphlet	pamphlet	0.9107142857142857	2	birbeck	0	19	1	6
pamfilit	pamphlet	0.825	3	birbeck	0	8	-1	1
pamflet	pamphlet	0.9083333333333333	2	birbeck	0	9	0	4
pamflit	pamphlet	0.8458333333333333	3	birbeck	0	9	-1	1
pampflet	pamphlet	0.95	1	birbeck	0	9	0	1
pamphalet	pamphlet	0.9777777777777777	1	birbeck	0	4	0	1
pamphelet	pamphlet	0.9527777777777777	1	birbeck	0	4	0	1
pamphelit	pamphlet	0.9527777777777777	2	birbeck	0	4	0	1
pamphet	pamphlet	0.975	1	birbeck	0	6	0	1
pamphete	pamphlet	0.95	2	birbeck	0	7	0	2
pamphlit	pamphlet	0.95	1	birbeck	0	4	0	1
pamplet	pamphlet	0.975	1	birbeck	0	11	0	1
pampleute	pamphlet	0.9305555555555555	3	birbeck	0	13	-1	1
pamplit	pamphlet	0.9214285714285715	2	birbeck	0	11	0	1
pampohlet	pamphlet	0.9777777777777777	1	birbeck	0	12	0	1
panfalit	pamphlet	0.6666666666666666	4	birbeck	9	15	-1	1
panfelet	pamphlet	0.6833333333333332	3	birbeck	8	13	-1	1
panfellet	pamphlet	0.6601851851851852	4	birbeck	-1	4	-1	1
panfilit	pamphlet	0.6666666666666666	4	birbeck	9	20	-1	1
panflet	pamphlet	0.8238095238095238	3	birbeck	3	13	-1	4
panflick	pamphlet	0.5833333333333334	6	birbeck	-1	9	-1	1
panflit	pamphlet	0.6904761904761904	4	birbeck	11	13	-1	2
panflitt	pamphlet	0.6666666666666666	5	birbeck	9	13	-1	1
panfulet	pamphlet	0.8	3	birbeck	4	6	-1	1
panlet	pamphlet	0.8555555555555556	3	birbeck	-1	32	-1	1
panphlet	pamphlet	0.9333333333333333	1	birbeck	0	8	0	1
panplat	pamphlet	0.8238095238095238	3	birbeck	-1	12	-1	1
panplit	pamphlet	0.8238095238095238	3	birbeck	-1	9	-1	1
panthelet	pamphlet	0.8	3	birbeck	22	31	-1	1
panthilet	pamphlet	0.8444444444444443	3	birbeck	8	26	-1	1
panthlet	pamphlet	0.8666666666666667	2	birbeck	9	19	2	3
panthlete	pamphlet	0.8444444444444443	3	birbeck	-1	5	-1	1
panvelet	pamphlet	0.6833333333333332	3	birbeck	8	14	-1	2
paphlet	pamphlet	0.9666666666666667	1	birbeck	0	30	0	1
phamflet	pamphlet	0.8821428571428571	3	birbeck	1	12	-1	1
phamlet	pamphlet	0.9196428571428571	3	birbeck	-1	18	-1	1
phamph	pamphlet	0.6861111111111112	4	birbeck	-1	20	-1	3
phamphet	pamphlet	0.8392857142857144	2	birbeck	-1	5	0	1
phamphlet	pamphlet	0.8916666666666667	1	birbeck	0	7	0	1
phampl	pamphlet	0.825	4	birbeck	-1	26	-1	2
phamplet	pamphlet	0.9249999999999999	2	birbeck	-1	14	0	3
phanflat	pamphlet	0.6833333333333332	5	birbeck	-1	18	-1	1
phanlet	pamphlet	0.8321428571428573	4	birbeck	-1	29	-1	5
phanlets	pamphlet	0.8	5	birbeck	-1	23	-1	5
phaplet	pamphlet	0.9196428571428571	3	birbeck	-1	12	-1	1
phemplet	pamphlet	0.8821428571428571	3	birbeck	-1	13	-1	1
Pamphlets	pamphlets	0.8842592592592592	1	birbeck	-1	5	0	1
Pamplets	pamphlets	0.8366402116402116	2	birbeck	-1	6	7	9
Panftets	pamphlets	0.5648148148148148	5	birbeck	-1	38	-1	1
Panphelets	pamphlets	0.7306878306878307	3	birbeck	-1	24	-1	1
apanphlets	pamphlets	0.8546296296296297	2	birbeck	2	15	0	1
pafolits	pamphlets	0.7814814814814814	4	birbeck	-1	45	-1	1
pamfelets	pamphlets	0.8629629629629629	2	birbeck	0	6	0	1
pamflats	pamphlets	0.8638888888888888	3	birbeck	0	6	-1	1
pamflets	pamphlets	0.9189814814814814	2	birbeck	0	6	0	4
pamfulots	pamphlets	0.8444444444444443	3	birbeck	0	6	-1	1
pamlets	pamphlets	0.9481481481481482	2	birbeck	0	22	-1	2
pampflyss	pamphlets	0.8666666666666666	3	birbeck	1	24	-1	1
pamphalets	pamphlets	0.98	1	birbeck	0	6	0	1
pamphates	pamphlets	0.9305555555555555	3	birbeck	0	22	0	2
pamphats	pamphlets	0.9305555555555555	2	birbeck	0	11	1	2
pamphelets	pamphlets	0.9577777777777777	1	birbeck	0	6	0	1
pamphet	pamphlets	0.9555555555555556	2	birbeck	-1	6	-1	1
pamphets	pamphlets	0.9777777777777777	1	birbeck	0	7	0	1
pamphleots	pamphlets	0.98	1	birbeck	0	6	0	1
pamphlet	pamphlets	0.9777777777777777	1	birbeck	1	4	-1	1
pamphletts	pamphlets	0.98	1	birbeck	2	8	0	1
pamphlit	pamphlets	0.9305555555555555	2	birbeck	1	4	-1	1
pamphlits	pamphlets	0.9555555555555556	1	birbeck	0	6	0	1
pampl	pamphlets	0.9111111111111111	4	birbeck	-1	30	-1	40
pamplet	pamphlets	0.9555555555555556	2	birbeck	-1	11	-1	1
pamplets	pamphlets	0.9777777777777777	1	birbeck	0	6	0	1
pampulets	pamphlets	0.9555555555555556	1	birbeck	0	7	0	1
panfalits	pamphlets	0.762962962962963	4	birbeck	5	16	-1	1
panfelets	pamphlets	0.7777777777777778	3	birbeck	5	19	-1	1
panfelts	pamphlets	0.8	4	birbeck	6	25	-1	1
panfhet	pamphlets	0.8052910052910053	4	birbeck	-1	52	-1	1
panflets	pamphlets	0.8444444444444443	3	birbeck	2	15	-1	3
panfletts	pamphlets	0.8222222222222222	4	birbeck	2	17	-1	1
panflex	pamphlets	0.671957671957672	5	birbeck	-1	14	-1	1
panflits	pamphlets	0.7814814814814814	4	birbeck	7	18	-1	3
panfulatiols	pamphlets	0.6574074074074074	7	birbeck	-1	3	-1	1
panfulets	pamphlets	0.8222222222222222	3	birbeck	3	5	-1	1
panfults	pamphlets	0.7814814814814814	4	birbeck	4	15	-1	1
paniphlets	pamphlets	0.9170370370370371	2	birbeck	0	14	0	1
panleps	pamphlets	0.8285714285714285	4	birbeck	-1	26	-1	7
panlets	pamphlets	0.873015873015873	3	birbeck	-1	41	-1	1
panphels	pamphlets	0.8693121693121693	3	birbeck	-1	25	-1	2
panphelts	pamphlets	0.9074074074074073	3	birbeck	0	15	0	1
panphlets	pamphlets	0.9407407407407408	1	birbeck	0	15	0	1
panplethts	pamphlets	0.8503703703703704	4	birbeck	-1	6	-1	1
panpletion	pamphlets	0.8044444444444444	5	birbeck	-1	9	-1	1
panplets	pamphlets	0.9074074074074073	2	birbeck	3	56	1	6
pantfuls	pamphlets	0.6481481481481481	6	birbeck	-1	6	-1	4
pantheilets	pamphlets	0.8056758056758057	4	birbeck	17	22	-1	1
panthelets	pamphlets	0.8226455026455027	3	birbeck	20	33	-1	1
panthleats	pamphlets	0.7845502645502646	3	birbeck	18	26	-1	1
panthlets	pamphlets	0.8814814814814814	2	birbeck	12	20	3	4
pantholets	pamphlets	0.7845502645502646	3	birbeck	-1	6	-1	1
panvolits	pamphlets	0.762962962962963	4	birbeck	3	12	-1	1
paphlets	pamphlets	0.9703703703703703	1	birbeck	0	8	0	1
patphlets	pamphlets	0.9407407407407408	1	birbeck	0	12	0	1
penflats	pamphlets	0.6481481481481481	5	birbeck	-1	11	-1	1
phalelets	pamphlets	0.8238095238095238	4	birbeck	-1	24	-1	2
phalets	pamphlets	0.8904761904761904	4	birbeck	-1	87	-1	1
phamflet	pamphlets	0.8529761904761904	4	birbeck	2	12	-1	1
phamflets	pamphlets	0.8958333333333333	3	birbeck	0	6	-1	1
phamlet's	pamphlets	0.8958333333333333	4	birbeck	-1	27	-1	1
phamphelts	pamphlets	0.87	3	birbeck	0	16	0	1
phamphet	pamphlets	0.8101190476190476	3	birbeck	-1	5	-1	1
phamphets	pamphlets	0.8583333333333333	2	birbeck	-1	4	0	1
phamphlet	pamphlets	0.8583333333333333	2	birbeck	2	7	-1	1
phamphlets	pamphlets	0.9033333333333332	1	birbeck	0	10	0	1
phamplets	pamphlets	0.9333333333333333	2	birbeck	-1	8	0	3
phanplits	pamphlets	0.8238095238095238	4	birbeck	-1	61	-1	1
phanplys	pamphlets	0.775	5	birbeck	-1	13	-1	1
phaphlet	pamphlets	0.8529761904761904	3	birbeck	-1	24	-1	2
phaphlets	pamphlets	0.8958333333333333	2	birbeck	-1	12	0	2
phunplets	pamphlets	0.8238095238095238	4	birbeck	-1	31	-1	1
pen	pan	0.7777777777777777	1	birbeck	9	46	-1	1
pantemine	pantomime	0.9111111111111111	2	birbeck	0	13	0	1
pantomine	pantomime	0.9555555555555556	1	birbeck	2	11	0	1
pantree	pantry	0.9095238095238095	2	birbeck	4	34	3	7
pantrey	pantry	0.9714285714285714	1	birbeck	0	41	0	1
papy	papa	0.8833333333333334	1	birbeck	3	7	3	6
papr	paper	0.9533333333333333	1	birbeck	0	14	0	7
paperboats	paper boats	0.9818181818181818	1	birbeck	0	11	-1	3
paper_masche	papier-mache	0.9222222222222223	3	birbeck	-1	19	-1	1
paper_masha	papier-mache	0.8585858585858586	4	birbeck	-1	44	-1	1
paper_mashe	papier-mache	0.8992424242424243	3	birbeck	-1	50	-1	1
paper_mashy	papier-mache	0.8585858585858586	4	birbeck	-1	47	-1	1
papier_mashay	papier-mache	0.8884615384615385	4	birbeck	-1	60	-1	1
prade	parade	0.8900000000000001	1	birbeck	3	16	3	6
parrafin	paraffin	0.9416666666666667	2	birbeck	0	13	0	1
paragraf	paragraph	0.9305555555555555	2	birbeck	0	7	0	1
paragraphs	paragraph	0.98	1	birbeck	4	8	-1	1
paralell	parallel	0.975	2	birbeck	0	9	0	1
parallellel	parallel	0.9454545454545455	3	birbeck	0	6	-1	1
parellel	parallel	0.9083333333333333	1	birbeck	0	6	0	1
parrald	parallel	0.8458333333333333	4	birbeck	-1	20	-1	2
paralised	paralysed	0.9555555555555556	1	birbeck	-1	16	-1	5
parallysis	paralysis	0.98	1	birbeck	0	4	0	1
perametres	parameters	0.8733333333333333	3	birbeck	4	20	1	2
paraphenalia	paraphernalia	0.9846153846153847	1	birbeck	0	4	0	1
parephernalia	paraphernalia	0.9446581196581196	1	birbeck	0	4	0	1
saresitic	parasitic	0.8518518518518517	2	birbeck	2	13	0	1
parsel	parcel	0.9222222222222223	1	birbeck	7	13	5	7
parden	pardon	0.9333333333333333	1	birbeck	3	25	0	4
pairent	parent	0.9619047619047619	1	birbeck	0	31	0	1
pearent	parent	0.9071428571428571	1	birbeck	3	44	0	1
perent	parent	0.8400000000000001	1	birbeck	7	21	1	2
parenthasis	parenthesis	0.9636363636363636	1	birbeck	0	4	0	1
parantc	parents	0.8666666666666668	2	birbeck	6	24	1	2
parants	parents	0.9333333333333333	1	birbeck	4	45	0	1
parent	parents	0.9714285714285714	1	birbeck	1	29	-1	1
parrents	parents	0.9708333333333333	1	birbeck	2	52	0	1
perants	parents	0.9571428571428572	2	birbeck	2	36	-1	1
poshurst	parish	0.6388888888888888	6	birbeck	-1	21	-1	2
parck	park	0.9533333333333333	1	birbeck	2	19	0	3
parliment	parliament	0.98	1	birbeck	0	10	0	1
palor	parlour	0.8704761904761905	2	birbeck	-1	17	-1	4
pard	part	0.8833333333333334	1	birbeck	6	22	6	15
part_time	part-time	0.9555555555555556	1	birbeck	-1	28	-1	1
pachal	partial	0.7968253968253969	3	birbeck	20	41	-1	1
parcal	partial	0.8944444444444445	2	birbeck	4	20	-1	2
parcel	partial	0.8222222222222222	3	birbeck	-1	28	-1	1
parchable	partial	0.8296296296296296	4	birbeck	12	18	-1	2
parchel	partial	0.8	3	birbeck	13	14	-1	3
parchell	partial	0.6904761904761904	4	birbeck	24	25	-1	4
parchil	partial	0.8666666666666668	3	birbeck	7	17	-1	9
parchiol	partial	0.8458333333333333	3	birbeck	9	12	-1	2
parcial	partial	0.9333333333333333	1	birbeck	1	17	0	1
parciall	partial	0.9083333333333333	2	birbeck	3	20	1	3
parcil	partial	0.8944444444444445	2	birbeck	4	51	-1	1
parsal	partial	0.8944444444444445	2	birbeck	4	31	-1	1
parsel	partial	0.8222222222222222	3	birbeck	-1	13	-1	7
parsh	partial	0.6761904761904761	4	birbeck	-1	37	-1	6
parshal	partial	0.8666666666666668	2	birbeck	6	10	-1	1
parshall	partial	0.8458333333333333	3	birbeck	10	18	-1	2
parshel	partial	0.8	3	birbeck	15	38	-1	15
parshell	partial	0.6904761904761904	4	birbeck	32	38	-1	1
parshial	partial	0.9083333333333333	2	birbeck	1	20	1	3
parshual	partial	0.8458333333333333	3	birbeck	5	13	-1	1
parsial	partial	0.9333333333333333	1	birbeck	0	24	0	1
parsle	partial	0.8222222222222222	4	birbeck	-1	18	-1	3
partel	partial	0.9095238095238095	2	birbeck	8	39	-1	4
partiall	partial	0.975	1	birbeck	1	7	1	3
partical	partial	0.975	1	birbeck	0	12	0	1
particial	partial	0.9555555555555556	2	birbeck	0	10	1	5
particile	partial	0.9047619047619048	3	birbeck	-1	2	-1	2
partioe	partial	0.8857142857142858	2	birbeck	2	33	6	16
part-eclipse	partial eclipse	0.8936363636363637	4	birbeck	-1	13	-1	1
partialy	partially	0.9777777777777777	1	birbeck	0	9	0	3
partically	partially	0.98	1	birbeck	0	15	0	1
participal	participle	0.96	2	birbeck	1	6	-1	1
particals	particles	0.9555555555555556	2	birbeck	1	23	-1	1
better	particular	0.3444444444444444	8	birbeck	-1	24	-1	1
paerticulaur	particular	0.9555555555555556	2	birbeck	0	7	0	1
paritular	particular	0.9507407407407407	2	birbeck	-1	14	0	1
partciular	particular	0.98	2	birbeck	0	14	0	1
partical	particular	0.9349999999999999	3	birbeck	2	12	-1	1
particlar	particular	0.98	1	birbeck	0	10	0	1
particler	particular	0.9377777777777778	2	birbeck	2	5	-1	2
particualar	particular	0.9618181818181818	1	birbeck	0	6	0	1
particula	particular	0.98	1	birbeck	0	10	0	1
particular	particular	1.0	0	birbeck	0	7	0	1
particularly	particular	0.9666666666666667	2	birbeck	1	5	-1	1
particulaur	particular	0.9818181818181818	1	birbeck	0	7	0	1
particuliar	particular	0.9818181818181818	1	birbeck	0	7	0	1
partiqular	particular	0.96	1	birbeck	0	7	0	1
partqulr	particular	0.915	3	birbeck	0	10	-1	1
parunt	particular	0.7977777777777779	6	birbeck	-1	56	-1	1
peicler	particular	0.6047619047619048	5	birbeck	-1	41	-1	7
peleker	particular	0.49523809523809526	8	birbeck	-1	35	-1	7
perene	particular	0.5111111111111111	8	birbeck	-1	20	-1	1
pericluar	particular	0.8691666666666668	4	birbeck	2	17	-1	1
perine	particular	0.6	7	birbeck	-1	44	-1	2
pertale	particular	0.6714285714285714	6	birbeck	-1	21	-1	1
pertalu	particular	0.7371428571428572	6	birbeck	-1	11	-1	7
perticalar	particular	0.8425	2	birbeck	3	18	0	1
pertickular	particular	0.9154545454545455	2	birbeck	0	6	0	1
perticular	particular	0.94	1	birbeck	0	7	0	1
perticule	particular	0.8433333333333334	3	birbeck	7	22	-1	1
pertikelor	particular	0.76	4	birbeck	6	12	-1	1
peruer	particular	0.6888888888888888	6	birbeck	-1	33	-1	1
petecu	particular	0.6888888888888888	6	birbeck	-1	32	-1	3
peticul	particular	0.8371428571428572	4	birbeck	4	20	-1	2
petikle	particular	0.6571428571428571	6	birbeck	-1	26	-1	1
petler	particular	0.6055555555555555	6	birbeck	-1	39	-1	2
petral	particular	0.7400000000000001	7	birbeck	-1	13	-1	3
pitelu	particular	0.6444444444444445	7	birbeck	-1	78	-1	3
piticular	particular	0.8691666666666668	2	birbeck	1	12	0	2
pitteu	particular	0.6055555555555555	7	birbeck	-1	40	-1	1
plore	particular	0.5333333333333333	8	birbeck	-1	33	-1	2
plorer	particular	0.6	8	birbeck	-1	13	-1	2
porticler	particular	0.8433333333333334	3	birbeck	8	12	-1	4
potiarlar	particular	0.8316666666666667	4	birbeck	-1	28	-1	1
preticula	particular	0.9066666666666667	3	birbeck	0	9	-1	1
preticular	particular	0.94	2	birbeck	0	22	0	2
prtelr	particular	0.8	5	birbeck	-1	13	-1	5
prticler	particular	0.8725	3	birbeck	3	9	-1	7
ptal	particular	0.745	7	birbeck	-1	7	-1	4
pteire	particular	0.6055555555555555	8	birbeck	-1	43	-1	4
ptylas	particular	0.6055555555555555	6	birbeck	-1	100	-1	4
purelevel	particular	0.5444444444444444	8	birbeck	-1	7	-1	1
particularily	particularly	0.9846153846153847	1	birbeck	0	4	0	2
particulary	particularly	0.9833333333333333	1	birbeck	0	6	0	3
particuraly	particularly	0.9651515151515152	2	birbeck	0	9	0	1
partiularly	particularly	0.9833333333333333	1	birbeck	0	9	0	1
paticulary	particularly	0.9555555555555556	2	birbeck	0	6	0	3
pertickly	particularly	0.8083333333333333	5	birbeck	-1	16	-1	1
perticully	particularly	0.895	3	birbeck	0	7	-1	1
party's	parties	0.8857142857142858	2	birbeck	10	27	-1	1
partys	parties	0.9095238095238095	2	birbeck	6	27	-1	2
partician	partition	0.9111111111111111	2	birbeck	2	11	-1	1
petitioned	partitioned	0.9154545454545455	2	birbeck	9	10	-1	1
partley	partly	0.9714285714285714	1	birbeck	0	14	0	3
partener	partner	0.9464285714285714	1	birbeck	0	11	0	1
parteners	partners	0.9527777777777777	1	birbeck	0	17	0	1
parte	party	0.92	1	birbeck	7	29	6	9
partey	party	0.9666666666666667	1	birbeck	0	46	0	4
partie	party	0.8933333333333334	2	birbeck	15	41	-1	4
pars	pass	0.8666666666666667	1	birbeck	22	51	-1	1
pas	pass	0.9166666666666666	1	birbeck	3	50	-1	1
pasecart	pass card	0.8638888888888888	3	birbeck	-1	32	-1	1
pase	passed	0.9222222222222222	2	birbeck	-1	30	-1	22
past	passed	0.825	3	birbeck	-1	36	-1	1
passanger	passenger	0.9305555555555555	1	birbeck	3	9	0	1
pasing	passing	0.9666666666666667	1	birbeck	0	23	0	17
parst	past	0.9466666666666665	1	birbeck	5	62	3	5
passed	past	0.825	3	birbeck	-1	19	-1	1
past	paste	0.96	1	birbeck	2	36	-1	1
pass_time	pastime	0.9481481481481482	2	birbeck	0	10	0	1
passtime	pastime	0.9708333333333333	1	birbeck	2	12	0	1
pasttime	pastime	0.975	1	birbeck	2	12	0	1
paster	pastor	0.9333333333333333	1	birbeck	8	34	7	22
paster	pasture	0.9380952380952381	2	birbeck	-1	34	-1	22
pastur	pasture	0.9714285714285714	1	birbeck	0	26	0	2
pate	pat	0.9166666666666666	1	birbeck	7	37	-1	1
pacth	patch	0.9466666666666665	2	birbeck	2	15	1	4
patient	patent	0.9666666666666667	1	birbeck	2	13	-1	1
pattent	patent	0.9277777777777778	1	birbeck	4	21	1	2
paternaty	paternity	0.9555555555555556	1	birbeck	0	12	0	1
parth	path	0.9466666666666665	1	birbeck	1	22	1	6
pathe	path	0.96	1	birbeck	2	57	0	6
patients	patience	0.9	2	birbeck	-1	14	-1	1
pancton	patient	0.7714285714285715	5	birbeck	-1	11	-1	6
panenton	patient	0.7704761904761905	4	birbeck	-1	7	-1	1
patiant	patient	0.9428571428571428	1	birbeck	0	18	0	1
patiants	patients	0.95	1	birbeck	0	29	0	1
part	patronage	0.7851851851851852	6	birbeck	-1	37	-1	1
patern	pattern	0.9666666666666667	1	birbeck	0	44	0	2
pattans	patterns	0.9214285714285715	2	birbeck	2	44	-1	1
pattarns	patterns	0.95	1	birbeck	2	49	0	1
paws	pause	0.8266666666666667	2	birbeck	-1	49	-1	1
pavment	pavement	0.9375	1	birbeck	0	4	0	2
pavillion	pavilion	0.9777777777777777	1	birbeck	0	4	0	1
por	paw	0.5555555555555555	2	birbeck	-1	37	-1	26
pow	paw	0.7777777777777777	1	birbeck	3	36	-1	1
pae	pay	0.7777777777777777	1	birbeck	11	39	17	23
payble	payable	0.9666666666666667	1	birbeck	0	29	0	1
payible	payable	0.9333333333333333	1	birbeck	0	13	0	1
paing	paying	0.9555555555555556	1	birbeck	6	29	3	14
pament	payment	0.9619047619047619	1	birbeck	0	23	0	4
pease	peace	0.9066666666666667	1	birbeck	4	65	3	8
pice	peace	0.8049999999999999	2	birbeck	-1	29	-1	21
pech	peach	0.9466666666666665	1	birbeck	0	7	0	6
peches	peaches	0.9619047619047619	1	birbeck	0	43	0	3
penut	peanut	0.9555555555555556	1	birbeck	0	16	0	2
pair	pear	0.8500000000000001	2	birbeck	-1	14	-1	1
pare	pear	0.8500000000000001	2	birbeck	-1	43	-1	1
pes	peas	0.9166666666666666	1	birbeck	0	49	1	30
peasent	peasant	0.9428571428571428	1	birbeck	2	26	0	1
akoler	peculiar	0.5138888888888888	6	birbeck	-1	48	-1	11
be	peculiar	0.5416666666666666	7	birbeck	-1	50	-1	1
becler	peculiar	0.7222222222222222	4	birbeck	-1	24	-1	32
becucula	peculiar	0.75	5	birbeck	-1	30	-1	1
beguleya	peculiar	0.6666666666666666	5	birbeck	-1	20	-1	1
berquer	peculiar	0.6011904761904762	6	birbeck	-1	66	-1	2
beyculer	peculiar	0.75	4	birbeck	-1	23	-1	1
biculyer	peculiar	0.6666666666666666	4	birbeck	-1	19	-1	1
bracire	peculiar	0.6011904761904762	7	birbeck	-1	21	-1	8
bthe	peculiar	0.4583333333333333	8	birbeck	-1	3	-1	2
paculiar	peculiar	0.9249999999999999	1	birbeck	0	25	0	1
parcular	peculiar	0.8500000000000001	3	birbeck	4	14	-1	4
parculiar	peculiar	0.8958333333333333	2	birbeck	1	15	0	1
partcullar	peculiar	0.8049999999999999	4	birbeck	10	12	-1	1
pcaule	peculiar	0.75	5	birbeck	-1	50	-1	7
pea	peculiar	0.6388888888888888	5	birbeck	-1	33	-1	1
peaularer	peculiar	0.8444444444444443	4	birbeck	-1	36	-1	1
pecale	peculiar	0.8269444444444445	4	birbeck	-1	27	-1	1
pecallar	peculiar	0.8444444444444444	2	birbeck	6	52	0	1
pecalu	peculiar	0.9027777777777778	4	birbeck	1	45	-1	17
peciail	peculiar	0.8694444444444446	4	birbeck	-1	25	-1	1
